Date,Open,High,Low,Close,Adj Close,Volume
2025-01-03,1022.169983,1024.000000,1010.000000,1020.830017,1009.939148,469000
2025-01-06,1025.650024,1029.410034,1011.489990,1012.739990,1001.935425,616200
2025-01-07,1011.000000,1012.000000,978.250000,980.760010,970.296631,970500
2025-01-08,980.239990,990.289978,976.049988,986.099976,975.579590,778500
2025-01-10,979.789978,982.049988,948.159973,955.640015,945.444641,908200
2025-01-13,946.250000,957.250000,943.340027,955.010010,944.821350,794100
2025-01-14,964.320007,969.599976,958.039978,963.169983,952.894287,1058100
2025-01-15,1019.770020,1025.449951,991.000000,1013.179993,1002.370728,1140100
2025-01-16,1016.539978,1016.539978,982.179993,995.719971,985.097046,883800
2025-01-17,1000.900024,1012.809998,997.010010,1004.960022,994.238464,1085800
2025-01-21,1014.020020,1026.949951,1003.719971,1012.090027,1001.292358,671600
2025-01-22,1012.479980,1013.820007,998.250000,1006.340027,995.603760,570300
2025-01-23,1003.960022,1017.809998,1000.830017,1017.729980,1006.872192,645300
2025-01-24,1013.140015,1026.000000,1013.140015,1020.450012,1009.563232,731300
2025-01-27,1010.000000,1030.910034,1004.690002,1029.939941,1018.951904,662500
2025-01-28,1029.680054,1055.719971,1027.050049,1051.199951,1039.984985,1083000
2025-01-29,1047.109985,1066.829956,1045.310059,1052.609985,1041.380127,808600
2025-01-30,1069.199951,1078.250000,1059.329956,1071.520020,1060.088379,532100
2025-01-31,1074.089966,1084.219971,1068.760010,1075.500000,1064.025879,957600
2025-02-03,1054.479980,1056.540039,1006.630005,1013.750000,1002.934692,1502200
2025-02-04,1011.539978,1019.500000,1004.000000,1015.659973,1004.824280,931100
2025-02-05,1020.000000,1027.550049,1005.909973,1014.500000,1003.676636,710200
2025-02-06,1020.349976,1023.799988,1005.000000,1006.619995,995.880737,688500
2025-02-07,1008.760010,1015.909973,991.150024,992.039978,981.456238,731700
2025-02-10,995.000000,996.340027,976.789978,985.549988,975.035522,683700
2025-02-11,980.000000,989.460022,973.599976,988.200012,977.657227,884900
2025-02-12,975.039978,980.890015,965.880005,973.710022,963.321838,562900
2025-02-13,979.039978,982.000000,970.270020,980.299988,969.841492,480500
2025-02-14,975.000000,978.650024,968.380005,973.919983,963.529602,965200
2025-02-18,969.140015,977.869995,959.070007,977.859985,967.427551,1048500
2025-02-19,971.000000,989.700012,966.880005,986.340027,975.817139,760300
2025-02-20,986.500000,991.320007,974.020020,989.380005,978.824646,769700
2025-02-21,992.489990,993.210022,971.010010,974.219971,963.826355,1254000
2025-02-24,975.349976,982.280029,948.109985,952.799988,942.634888,1141500
2025-02-25,957.950012,966.119995,945.859985,958.010010,947.789368,1004000
2025-02-26,956.500000,967.109985,952.280029,953.770020,943.594604,614300
2025-02-27,959.099976,969.989990,943.500000,944.890015,934.809326,675200
2025-02-28,943.179993,980.479980,942.010010,977.780029,967.348450,1412300
2025-03-03,979.840027,990.789978,958.840027,966.469971,956.158997,767000
2025-03-04,952.359985,964.580017,933.340027,951.789978,941.635681,1040000
2025-03-05,964.000000,969.659973,947.849976,968.140015,957.811279,837800
2025-03-06,957.630005,969.010010,948.729980,959.640015,949.401978,698000
2025-03-07,953.030029,953.030029,918.989990,946.919983,941.931519,1180800
2025-03-10,918.099976,931.780029,901.530029,915.260010,910.438354,1069500
2025-03-11,912.130005,922.969971,904.950012,910.369995,905.574097,963100
2025-03-12,920.000000,923.530029,903.539978,910.059998,905.265686,630200
2025-03-13,913.020020,913.500000,898.260010,900.460022,895.716309,656600
2025-03-14,915.020020,929.099976,907.919983,928.700012,923.807556,623600
2025-03-17,937.130005,960.940002,933.369995,958.000000,952.953186,922300
2025-03-18,957.630005,964.570007,956.010010,958.619995,953.569885,1086200
2025-03-19,959.679993,966.000000,951.000000,957.229980,952.187195,1086700
2025-03-20,952.690002,961.630005,949.520020,954.169983,949.143311,667900
2025-03-21,948.000000,956.340027,938.169983,951.729980,946.716187,5211600
2025-03-24,960.650024,972.989990,957.000000,963.500000,958.424194,640000
2025-03-25,970.479980,977.280029,961.859985,973.479980,968.351624,566700
2025-03-26,975.000000,980.200012,964.000000,968.239990,963.139221,667600
2025-03-27,965.510010,976.799988,957.500000,967.940002,962.840820,479100
2025-03-28,966.239990,967.650024,945.770020,946.700012,941.712708,568800
2025-03-31,933.599976,949.369995,920.450012,946.479980,941.493835,1195500
2025-04-01,945.909973,957.380005,931.409973,944.080017,939.106506,668600
2025-04-02,934.030029,965.960022,934.030029,961.840027,956.772949,490300
2025-04-03,918.559998,928.210022,887.159973,887.650024,882.973816,903000
2025-04-04,852.880005,860.520020,811.159973,822.619995,818.286377,1615100
2025-04-07,789.630005,846.219971,773.739990,817.500000,813.193359,1654100
2025-04-08,849.299988,856.799988,805.000000,815.719971,811.422668,1812200
2025-04-09,800.539978,904.909973,799.150024,897.080017,892.354126,1821500
2025-04-10,879.489990,880.409973,833.099976,858.780029,854.255920,1235600
2025-04-11,848.169983,888.549988,840.500000,878.780029,874.150513,963000
2025-04-14,897.270020,900.000000,879.590027,889.950012,885.261658,970300
2025-04-15,888.900024,900.750000,886.229980,888.440002,883.759644,516200
2025-04-16,881.239990,886.900024,855.219971,865.780029,861.218994,591500
2025-04-17,871.049988,890.130005,866.169983,875.780029,871.166321,1034300
2025-04-21,867.000000,870.000000,845.820007,854.000000,849.501038,644400
2025-04-22,869.919983,888.469971,864.510010,887.219971,882.546021,600700
2025-04-23,909.169983,929.000000,888.760010,892.539978,887.838013,553100
2025-04-24,895.500000,916.710022,892.909973,916.260010,911.433044,619700
2025-04-25,913.250000,918.270020,899.359985,907.690002,902.908203,444400
2025-04-28,906.229980,923.520020,906.229980,913.739990,908.926331,685200
2025-04-29,910.890015,921.700012,905.049988,920.520020,915.670654,392300
2025-04-30,905.960022,915.880005,893.940002,914.260010,909.443604,1028900
2025-05-01,912.960022,923.880005,905.909973,916.140015,911.313721,451700
2025-05-02,931.419983,935.159973,924.320007,929.200012,924.304871,822500
2025-05-05,922.940002,933.700012,920.190002,920.530029,915.680603,384100
2025-05-06,910.489990,923.770020,906.570007,914.969971,910.149841,482900
2025-05-07,917.650024,924.989990,914.840027,920.359985,915.511414,547800
2025-05-08,930.000000,944.979980,927.210022,928.640015,923.747864,626700
2025-05-09,930.000000,932.039978,922.119995,923.440002,918.575256,684800
2025-05-12,961.419983,964.940002,951.130005,958.030029,952.983032,807900
2025-05-13,959.890015,968.320007,957.979980,959.179993,954.126953,604900
2025-05-14,960.000000,969.989990,959.000000,967.059998,961.965454,679200
2025-05-15,968.679993,989.440002,967.109985,983.080017,977.901062,1156600
2025-05-16,986.750000,992.119995,982.520020,989.710022,984.496155,723600
2025-05-19,979.190002,995.659973,976.530029,993.659973,988.425293,495000
2025-05-20,987.890015,999.000000,987.520020,997.710022,992.453979,536700
2025-05-21,989.000000,996.679993,971.090027,972.830017,967.705078,696000
2025-05-22,972.000000,977.789978,965.679993,969.900024,964.790527,364100
2025-05-23,956.890015,969.729980,950.299988,963.179993,958.105896,517500
2025-05-27,975.690002,981.500000,967.989990,981.320007,976.150330,843100
2025-05-28,981.989990,984.500000,969.739990,971.280029,966.163208,367100
2025-05-29,978.080017,979.530029,965.969971,976.320007,971.176636,455500
2025-05-30,973.140015,979.969971,967.340027,979.890015,974.727844,1061000
2025-06-02,975.710022,979.890015,965.000000,978.070007,972.917419,425000
2025-06-03,976.000000,985.280029,970.960022,982.130005,976.956055,495700
2025-06-04,987.000000,991.000000,984.989990,988.969971,983.760010,491700
2025-06-05,989.070007,991.000000,978.590027,985.460022,985.460022,479400
2025-06-06,993.729980,1000.979980,987.330017,989.049988,989.049988,627700
2025-06-09,991.289978,994.419983,981.520020,988.840027,988.840027,420000
2025-06-10,987.500000,993.119995,985.000000,991.900024,991.900024,478700
2025-06-11,995.299988,1003.309998,990.000000,993.299988,993.299988,645700
2025-06-12,989.909973,994.500000,983.739990,988.250000,988.250000,558500
2025-06-13,980.320007,985.570007,967.340027,971.820007,971.820007,674300
2025-06-16,986.590027,989.150024,977.229980,982.099976,982.099976,522400
2025-06-17,975.849976,980.429993,965.630005,969.179993,969.179993,624800
2025-06-18,970.809998,988.270020,966.450012,979.520020,979.520020,662600
2025-06-20,982.210022,986.909973,973.210022,974.440002,974.440002,859500
2025-06-23,975.320007,986.450012,966.479980,986.299988,986.299988,642900
2025-06-24,995.500000,1005.849976,993.000000,1004.969971,1004.969971,699500
2025-06-25,1007.729980,1020.000000,1000.000000,1018.080017,1018.080017,661800
2025-06-26,1020.520020,1037.000000,1017.700012,1030.790039,1030.790039,631200
2025-06-27,1035.599976,1050.000000,1034.359985,1047.819946,1047.819946,799900
2025-06-30,1049.979980,1054.180054,1041.310059,1049.250000,1049.250000,530400
2025-07-01,1046.579956,1057.000000,1041.430054,1054.270020,1054.270020,472900
2025-07-02,1056.000000,1070.660034,1050.000000,1070.569946,1070.569946,495000
2025-07-03,1071.329956,1082.479980,1066.630005,1082.150024,1082.150024,342700
2025-07-07,1084.000000,1086.839966,1070.020020,1075.969971,1075.969971,559700
2025-07-08,1075.420044,1079.859985,1070.000000,1075.020020,1075.020020,502500
2025-07-09,1080.000000,1088.770020,1077.640015,1088.750000,1088.750000,340400
2025-07-10,1091.780029,1105.719971,1084.150024,1104.050049,1104.050049,467500
2025-07-11,1099.609985,1103.439941,1091.819946,1101.640015,1101.640015,545400
2025-07-14,1101.079956,1112.130005,1098.439941,1111.459961,1111.459961,661800
2025-07-15,1070.849976,1076.469971,1033.770020,1046.160034,1046.160034,1939400
2025-07-16,1054.589966,1086.949951,1053.000000,1082.239990,1082.239990,1407200
2025-07-17,1085.000000,1109.290039,1077.109985,1105.380005,1105.380005,1175600
2025-07-18,1111.930054,1119.189941,1102.579956,1103.589966,1103.589966,991300
2025-07-21,1107.680054,1110.709961,1093.020020,1093.020020,1093.020020,445700
2025-07-22,1096.079956,1103.810059,1086.180054,1100.390015,1100.390015,580800
2025-07-23,1104.170044,1122.729980,1100.560059,1120.369995,1120.369995,653400
2025-07-24,1117.000000,1125.760010,1113.640015,1118.369995,1118.369995,539500
